"ID","DATA_PRODUKCJI","CENA","KOSZT","ID_ZAMOWIENIE","ID_PRODUCENT","ID_ODDZIAL","ID_INSTRUMENT"
7985,03/09/07,2250,2050,372,46,14,38
7986,06/01/03,460,420,85,30,34,58
7987,04/02/03,1480,1350,296,18,27,5
7988,07/06/20,120,110,319,2,16,9
7989,04/03/26,910,830,42,6,15,49
7990,05/08/05,150,140,207,25,14,69
7991,05/07/26,1070,980,128,11,1,71
7992,02/07/28,1680,1530,106,18,4,50
7993,07/05/02,40,40,178,23,32,14
7994,08/12/27,1910,1740,215,9,8,18
7995,07/07/20,1440,1310,37,37,14,21
7996,06/11/04,1170,1070,222,1,45,41
7997,05/07/24,1590,1450,256,9,20,10
7998,07/09/19,280,260,3,29,4,59
7999,05/08/23,2040,1860,250,15,27,23
8000,08/02/25,1600,1460,290,34,12,67
8001,01/12/12,1020,930,67,45,31,23
8002,00/07/01,1870,1700,4,28,29,2
8003,00/03/06,40,40,182,36,46,58
8004,05/04/06,1600,1460,316,8,15,1
8005,08/05/16,720,660,139,41,4,35
8006,09/06/01,1460,1330,171,3,50,67
8007,00/06/04,1510,1380,3,5,30,44
8008,08/05/23,770,700,16,47,15,30
8009,05/02/13,1780,1620,174,32,18,4
8010,10/05/28,820,750,301,37,41,52
8011,00/09/02,0,0,237,20,44,72
8012,06/04/28,160,150,177,18,23,65
8013,10/06/23,1730,1580,224,43,1,71
8014,07/05/16,460,420,31,10,33,54
8015,00/03/22,930,850,311,26,45,60
8016,04/01/25,640,590,85,9,9,74
8017,01/09/14,2020,1840,100,9,6,38
8018,10/09/26,1960,1790,4,6,2,52
8019,00/02/24,1980,1800,86,38,49,51
8020,06/01/06,890,810,78,22,2,10
8021,03/01/06,2050,1870,367,26,26,21
8022,01/02/15,1560,1420,210,38,41,58
8023,08/02/02,690,630,94,34,41,34
8024,08/08/11,1010,920,304,18,37,60
8025,08/08/15,1270,1160,181,18,21,6
8026,08/03/01,1790,1630,123,22,14,41
8027,09/12/03,1110,1010,163,12,5,35
8028,08/01/23,990,900,33,45,40,44
8029,02/10/25,510,470,90,33,36,36
8030,05/05/01,2280,2080,228,20,1,16
8031,06/08/23,1360,1240,233,20,44,74
8032,04/12/04,1850,1690,147,35,17,67
8033,10/08/03,1840,1680,193,21,19,20
8034,02/03/07,380,350,369,38,18,52
8035,08/05/09,2130,1940,227,45,50,57
8036,07/06/04,2020,1840,316,19,32,8
8037,09/01/03,1890,1720,303,31,48,16
8038,07/02/22,1540,1400,213,26,29,16
8039,01/04/15,1680,1530,198,20,2,63
8040,06/07/04,190,180,238,13,30,68
8041,04/10/19,1580,1440,120,33,9,32
8042,04/01/08,150,140,213,47,26,28
8043,00/08/03,620,570,342,46,17,25
8044,08/02/05,1440,1310,109,39,22,18
8045,07/02/28,1010,920,48,41,21,46
8046,01/01/20,1050,960,6,2,15,69
8047,05/02/02,1490,1360,183,17,15,61
8048,03/04/01,1780,1620,367,35,33,71
8049,01/02/19,1160,1060,91,34,16,21
8050,02/02/25,1400,1280,345,7,8,6
8051,00/01/24,1480,1350,316,39,14,7
8052,04/12/13,1070,980,262,38,32,37
8053,10/10/10,1770,1610,76,24,17,54
8054,10/07/09,1820,1660,373,36,19,8
8055,08/10/17,340,310,42,34,16,62
8056,00/11/25,1880,1710,55,19,29,51
8057,03/01/10,390,360,120,38,30,19
8058,07/04/10,1050,960,141,27,38,22
8059,04/12/05,960,880,246,20,21,70
8060,07/12/12,2270,2070,230,15,32,46
8061,04/11/15,660,600,259,44,15,28
8062,09/11/18,350,320,388,34,27,56
8063,08/12/08,1050,960,257,16,9,43
8064,08/12/16,600,550,343,20,49,41
8065,09/10/09,970,890,177,38,36,52
8066,09/05/07,2040,1860,303,40,15,31
8067,00/01/26,200,190,130,42,26,55
8068,06/02/24,170,160,397,39,31,61
8069,02/03/07,800,730,53,18,40,75
8070,02/08/18,1440,1310,322,46,16,2
8071,07/12/15,2140,1950,43,6,40,27
8072,05/07/15,1400,1280,29,29,10,16
8073,01/12/27,360,330,149,36,49,69
8074,02/12/19,1680,1530,112,47,29,62
8075,07/05/18,550,500,49,35,7,69
8076,07/07/27,390,360,91,46,35,17
8077,05/09/27,880,800,323,19,6,12
8078,04/12/22,1660,1510,351,29,34,38
8079,01/02/13,180,170,136,37,6,16
8080,01/09/06,1710,1560,283,36,8,61
8081,09/01/05,310,290,275,26,11,73
8082,03/01/27,190,180,81,20,6,38
8083,07/02/26,1440,1310,148,25,40,17
8084,02/05/05,1540,1400,288,15,6,63
8085,06/09/27,1600,1460,283,33,24,66
8086,01/06/09,1210,1100,267,50,9,43
8087,07/07/11,40,40,137,43,45,55
8088,07/12/25,880,800,160,5,5,52
8089,03/04/27,1790,1630,301,36,4,34
8090,03/04/06,1910,1740,176,24,1,20
8091,08/10/22,260,240,330,31,8,6
8092,09/02/24,1440,1310,397,5,47,63
8093,07/03/15,730,670,207,47,15,18
8094,02/06/24,1680,1530,262,3,32,38
8095,06/06/16,860,790,12,26,25,31
8096,04/02/27,700,640,236,24,4,60
8097,08/01/04,900,820,226,46,22,41
8098,04/09/21,970,890,15,38,14,28
8099,02/03/25,1590,1450,83,6,36,38
8100,02/04/14,1120,1020,384,44,36,52
8101,00/07/06,820,750,285,38,42,4
8102,07/04/23,1140,1040,224,15,43,23
8103,08/06/13,1800,1640,322,33,6,41
8104,04/02/16,1710,1560,255,38,47,54
8105,02/01/17,670,610,339,7,5,5
8106,10/04/19,1940,1770,253,12,21,65
8107,09/11/04,2250,2050,143,9,9,74
8108,00/09/19,1670,1520,347,37,35,11
8109,01/06/09,660,600,103,26,2,43
8110,05/05/18,90,90,330,21,6,73
8111,04/01/06,410,380,140,8,16,33
8112,10/03/10,1550,1410,233,34,32,26
8113,05/10/17,710,650,286,21,44,35
8114,09/06/02,2240,2040,346,4,48,60
8115,02/09/14,1950,1780,334,21,9,49
8116,00/08/08,1020,930,301,45,2,63
8117,09/06/03,1930,1760,236,34,27,12
8118,03/03/16,1730,1580,370,44,3,5
8119,08/10/02,1320,1200,105,47,16,14
8120,10/08/15,620,570,330,50,23,47
8121,00/10/17,900,820,133,44,37,63
8122,04/05/15,610,560,326,18,33,57
8123,01/09/12,570,520,320,36,39,41
8124,10/09/25,680,620,230,5,21,61
8125,05/01/09,1010,920,348,25,10,2
8126,05/08/13,1150,1050,378,10,42,38
8127,10/05/14,1850,1690,217,10,18,9
8128,08/06/27,900,820,131,29,44,10
8129,10/03/01,1490,1360,358,39,8,76
8130,01/11/13,1590,1450,337,8,34,31
8131,06/03/02,1880,1710,214,19,37,59
8132,10/09/09,410,380,310,40,43,69
8133,06/09/02,1140,1040,359,38,25,42
8134,08/11/07,1850,1690,321,32,24,45
8135,04/11/13,1890,1720,171,7,24,10
8136,06/06/03,660,600,339,4,24,54
8137,07/07/01,450,410,243,11,7,35
8138,06/11/06,1450,1320,332,48,6,31
8139,05/12/15,1140,1040,302,3,32,58
8140,06/06/17,1180,1080,13,6,32,58
8141,08/08/24,900,820,125,44,25,52
8142,00/04/15,1140,1040,199,15,27,42
8143,01/10/16,1790,1630,274,47,9,32
8144,04/08/15,1210,1100,89,38,49,56
8145,05/01/20,1300,1190,139,25,42,40
8146,08/05/03,1160,1060,181,15,31,41
8147,06/06/16,1460,1330,42,29,22,51
8148,04/01/21,990,900,75,18,48,33
8149,01/09/12,640,590,271,9,44,31
8150,01/11/24,440,400,124,16,45,76
8151,03/12/23,890,810,395,38,47,20
8152,00/01/11,2040,1860,263,17,47,52
8153,02/01/26,1450,1320,270,16,4,74
8154,10/05/23,1030,940,398,25,31,72
8155,04/03/09,2000,1820,89,26,19,26
8156,08/03/20,1500,1370,321,27,6,26
8157,01/12/17,1760,1600,299,20,18,48
8158,00/08/08,1890,1720,384,14,49,32
8159,04/07/09,710,650,119,4,8,57
8160,00/07/18,880,800,124,22,11,49
8161,05/07/28,1110,1010,348,43,28,70
8162,02/03/19,40,40,326,41,21,33
8163,08/01/25,770,700,234,14,43,18
8164,10/11/03,670,610,349,25,23,44
8165,02/06/25,1870,1700,355,38,9,27
8166,06/11/12,1800,1640,147,49,3,74
8167,01/09/11,30,30,215,22,17,64
8168,07/12/12,390,360,360,8,1,4
8169,04/04/02,1120,1020,85,10,41,11
8170,03/11/07,730,670,333,42,31,39
8171,04/02/05,1080,990,63,16,40,52
8172,06/08/21,1370,1250,289,47,29,32
8173,07/01/09,1070,980,54,36,3,47
8174,06/08/23,550,500,262,16,47,41
8175,02/09/05,1120,1020,169,18,21,37
8176,02/03/11,880,800,139,30,1,69
8177,01/10/28,1550,1410,282,2,3,66
8178,10/10/18,1960,1790,323,50,7,7
8179,09/01/16,1680,1530,296,31,9,39
8180,00/04/12,30,30,60,42,26,65
8181,00/06/28,1280,1170,20,28,13,5
8182,03/12/18,1690,1540,119,38,39,30
8183,05/03/14,1300,1190,127,16,32,67
8184,00/04/05,140,130,38,14,49,67
8185,09/02/13,1920,1750,121,40,15,75
8186,07/06/17,710,650,312,22,1,13
8187,05/10/11,80,80,291,25,38,44
8188,04/02/25,2100,1910,94,7,12,60
8189,10/02/07,2010,1830,285,29,41,9
8190,06/09/17,1320,1200,344,27,13,4
8191,07/03/23,1660,1510,248,11,7,59
8192,10/03/18,670,610,215,1,6,75
8193,01/05/06,2040,1860,84,22,7,21
8194,07/01/07,2230,2030,60,9,34,44
8195,10/09/26,1030,940,1,33,9,43
8196,05/07/19,530,490,39,29,28,41
8197,09/12/01,1630,1490,17,26,17,30
8198,05/09/15,820,750,120,22,50,20
8199,03/05/15,410,380,276,2,15,76
8200,04/05/03,690,630,208,44,20,25
8201,10/10/26,1470,1340,361,17,5,21
8202,03/02/17,1730,1580,223,19,24,53
8203,08/07/08,2070,1890,307,14,14,51
8204,05/05/16,1000,910,295,2,15,7
8205,07/12/04,1490,1360,384,47,34,8
8206,01/07/01,1520,1390,359,46,48,58
8207,01/06/20,1660,1510,67,31,10,63
8208,05/08/16,930,850,48,29,23,16
8209,04/05/22,2290,2090,250,30,44,23
8210,03/01/23,290,270,258,3,19,59
8211,01/06/06,2200,2000,391,34,22,21
8212,09/01/24,1800,1640,382,37,15,71
8213,01/10/13,780,710,203,4,4,41
8214,04/11/03,2060,1880,309,8,37,9
8215,08/08/15,340,310,37,45,3,52
8216,05/09/04,1580,1440,166,38,5,8
8217,07/10/26,1730,1580,134,18,18,58
8218,06/10/16,1590,1450,99,38,8,19
8219,00/12/27,550,500,303,2,27,49
8220,00/04/13,790,720,269,3,18,72
8221,09/10/23,1800,1640,384,7,29,19
8222,03/01/20,1000,910,242,37,12,66
8223,05/01/03,2210,2010,218,11,23,71
8224,02/05/09,1810,1650,292,13,8,15
8225,02/05/09,860,790,109,30,19,15
8226,08/09/17,1670,1520,148,41,17,69
8227,04/11/01,740,680,58,14,49,34
8228,08/05/16,1590,1450,114,18,35,76
8229,05/12/04,1010,920,257,6,27,70
8230,00/01/13,1800,1640,382,3,15,17
8231,00/07/22,260,240,19,4,9,23
8232,08/07/12,1590,1450,185,25,9,31
8233,01/10/08,1320,1200,144,46,4,65
8234,04/02/02,1160,1060,260,31,48,64
8235,01/01/01,1560,1420,120,28,47,37
8236,06/08/24,1660,1510,159,7,14,24
8237,06/04/05,2280,2080,141,1,24,72
8238,01/12/09,1480,1350,26,31,14,37
8239,09/12/08,1960,1790,14,40,42,64
8240,05/03/28,1070,980,198,25,40,68
8241,07/02/26,810,740,317,50,4,45
8242,00/02/22,840,770,371,12,11,37
8243,07/09/10,2210,2010,233,28,38,45
8244,02/05/23,140,130,99,29,1,75
8245,04/11/05,350,320,36,1,13,18
8246,08/04/09,460,420,196,50,1,35
8247,09/07/14,2040,1860,285,42,18,60
8248,08/01/06,190,180,297,31,5,48
8249,02/07/13,1950,1780,213,36,39,59
8250,00/07/10,1610,1470,353,13,24,72
8251,03/11/02,290,270,30,12,2,71
8252,03/04/18,450,410,253,47,15,47
8253,04/11/09,1700,1550,278,8,16,43
8254,03/03/01,10,10,30,30,36,2
8255,09/08/12,1390,1270,223,3,6,72
8256,08/09/17,640,590,196,10,13,20
8257,09/07/10,880,800,185,7,33,22
8258,02/03/13,1650,1500,15,43,27,68
8259,05/03/26,1590,1450,133,6,19,31
8260,07/01/04,30,30,111,42,44,8
8261,02/10/01,410,380,51,3,17,37
8262,09/03/20,1810,1650,215,2,27,59
8263,02/08/26,1110,1010,356,25,43,63
8264,03/03/15,270,250,245,35,28,55
8265,07/05/24,1140,1040,24,11,50,11
8266,02/09/28,820,750,139,14,3,54
8267,06/02/17,10,10,335,5,41,28
8268,09/12/10,1320,1200,329,2,46,8
8269,01/03/16,1100,1000,171,1,2,73
8270,00/02/23,2060,1880,95,21,13,54
8271,05/05/19,1890,1720,316,1,11,31
8272,01/08/05,1160,1060,94,43,34,7
8273,01/01/01,2150,1960,386,13,49,58
8274,10/01/23,2140,1950,198,11,24,22
8275,02/06/12,1110,1010,189,22,13,15
8276,04/06/24,370,340,41,6,13,13
8277,04/02/19,960,880,271,18,16,30
8278,03/07/09,410,380,342,17,43,46
8279,06/05/28,1140,1040,343,38,19,29
8280,03/02/02,1440,1310,158,28,40,73
8281,06/11/17,930,850,103,48,43,50
8282,06/03/18,310,290,81,42,40,39
8283,06/09/06,1830,1670,350,5,18,12
8284,10/05/01,1410,1290,192,49,5,59
8285,01/07/21,1010,920,397,1,31,57
8286,03/10/12,1560,1420,28,27,47,28
8287,08/10/16,270,250,341,7,50,64
8288,02/07/12,500,460,309,49,33,16
8289,03/07/26,570,520,279,30,16,40
8290,00/11/23,510,470,267,43,50,54
8291,07/05/16,2290,2090,194,1,28,58
8292,03/03/02,1410,1290,271,43,33,75
8293,02/10/11,340,310,295,11,19,54
8294,06/12/13,1980,1800,369,25,50,40
8295,10/02/12,2210,2010,391,39,15,33
8296,07/10/12,730,670,3,19,17,17
8297,02/01/09,160,150,66,26,20,23
8298,09/05/17,2040,1860,388,40,26,34
8299,06/08/22,850,780,41,9,13,14
8300,00/11/14,2110,1920,117,23,13,13
8301,03/08/21,1520,1390,12,38,7,32
8302,02/11/11,20,20,86,25,7,21
8303,07/04/08,2230,2030,284,16,24,28
8304,10/06/24,1350,1230,360,39,17,16
8305,05/06/21,1780,1620,200,35,12,48
8306,06/06/10,2150,1960,76,32,46,12
8307,09/01/12,150,140,339,14,20,11
8308,10/09/23,1330,1210,321,20,41,68
8309,05/07/18,600,550,204,5,15,16
8310,10/01/16,370,340,361,35,31,68
8311,00/12/07,1300,1190,211,21,25,72
8312,01/05/08,770,700,164,50,12,64
8313,07/04/04,40,40,250,38,24,63
8314,09/08/23,660,600,147,34,50,40
8315,02/08/17,250,230,368,20,17,18
8316,06/05/10,1070,980,325,33,9,2
8317,02/05/15,950,870,87,7,39,49
8318,04/12/04,850,780,172,39,23,48
8319,04/06/02,1520,1390,382,13,40,2
8320,02/11/24,1890,1720,360,42,10,30
8321,01/05/15,10,10,215,14,32,11
8322,07/09/04,2150,1960,281,35,45,29
8323,06/05/05,600,550,1,2,36,47
8324,06/07/18,910,830,336,43,6,24
8325,08/08/20,270,250,397,43,21,56
8326,01/02/01,310,290,238,32,21,22
8327,00/06/28,1510,1380,76,12,29,30
8328,07/10/23,360,330,338,43,48,61
8329,06/11/13,490,450,158,1,44,57
8330,09/08/04,1920,1750,270,8,37,76
8331,03/05/06,1350,1230,324,13,43,53
8332,07/07/09,270,250,194,6,10,40
8333,06/10/28,490,450,366,26,43,5
8334,08/02/17,1850,1690,367,16,48,30
8335,06/09/10,2280,2080,237,29,10,67
8336,04/11/14,1500,1370,196,46,9,54
8337,03/08/11,660,600,337,40,46,37
8338,02/04/11,1430,1300,83,44,20,8
8339,05/10/06,820,750,331,20,15,45
8340,00/10/15,370,340,28,29,17,18
8341,10/02/04,1590,1450,75,48,38,8
8342,05/12/08,700,640,175,7,37,15
8343,08/09/16,600,550,305,39,38,5
8344,01/03/04,1570,1430,365,15,30,65
8345,08/07/21,1130,1030,47,12,15,50
8346,10/12/15,1650,1500,231,49,13,66
8347,06/06/25,1720,1570,69,34,26,59
8348,05/02/25,350,320,380,3,8,58
8349,06/12/19,1490,1360,338,2,46,47
8350,00/08/11,450,410,270,16,6,66
8351,07/08/01,1920,1750,185,39,7,58
8352,04/08/22,710,650,29,7,45,57
8353,01/01/18,1010,920,232,11,42,13
8354,00/09/14,1770,1610,9,35,41,14
8355,09/07/28,170,160,98,11,48,10
8356,10/01/11,730,670,4,2,45,67
8357,00/08/18,150,140,85,27,5,1
8358,08/10/22,2110,1920,284,36,8,59
8359,10/04/22,1620,1480,355,36,49,40
8360,07/04/08,560,510,228,38,32,51
8361,04/12/15,2160,1970,12,4,16,45
8362,07/04/08,780,710,395,7,44,71
8363,03/03/03,2180,1990,322,14,22,39
8364,05/06/01,310,290,258,31,20,70
8365,06/11/13,1740,1590,179,18,36,36
8366,02/10/08,1850,1690,42,32,36,65
8367,05/03/11,860,790,1,36,13,48
8368,09/06/05,1290,1180,370,22,19,75
8369,07/01/12,1270,1160,204,20,29,59
8370,08/09/14,330,300,156,23,26,23
8371,01/05/10,1870,1700,373,42,24,45
8372,10/01/26,1210,1100,72,7,31,38
8373,09/03/19,460,420,60,32,45,65
8374,01/09/06,2200,2000,310,13,41,57
8375,02/12/15,1930,1760,209,50,43,45
8376,08/06/14,410,380,40,36,10,60
8377,03/05/28,360,330,134,2,28,39
8378,06/05/16,1510,1380,172,5,47,75
8379,06/05/28,420,390,155,19,10,34
8380,10/02/27,2210,2010,21,37,46,44
8381,10/10/21,1700,1550,96,19,4,16
8382,02/02/12,400,370,242,44,6,30
8383,02/04/07,2160,1970,373,19,25,56
8384,01/08/07,710,650,84,17,15,47
8385,01/02/03,1460,1330,380,9,47,68
8386,05/11/26,230,210,28,29,42,37
8387,05/11/05,810,740,68,36,24,3
8388,09/01/07,1440,1310,217,16,5,36
8389,05/07/11,2240,2040,303,15,17,4
8390,04/12/25,400,370,61,45,9,65
8391,09/01/18,1520,1390,316,45,41,64
8392,01/05/23,1240,1130,120,2,1,27
8393,07/10/07,630,580,61,41,34,43
8394,08/02/03,700,640,250,1,38,21
8395,01/12/07,610,560,225,18,50,23
8396,07/02/23,1350,1230,260,30,15,57
8397,01/05/16,1040,950,265,45,16,6
8398,08/01/06,2150,1960,167,28,5,66
8399,09/12/10,1820,1660,358,25,49,66
8400,02/11/03,1020,930,371,14,48,49
8401,04/12/14,1900,1730,153,27,8,48
8402,04/08/20,1890,1720,376,30,1,47
8403,06/06/23,1730,1580,385,7,44,56
8404,05/10/27,1080,990,247,34,21,36
8405,09/06/05,390,360,31,35,22,53
8406,03/12/03,660,600,352,13,19,52
8407,10/06/16,1180,1080,228,18,4,18
8408,07/07/18,910,830,52,9,24,5
8409,09/04/20,1710,1560,400,14,15,54
8410,05/08/04,590,540,276,32,31,74
8411,07/07/08,700,640,163,34,23,42
8412,04/08/06,1710,1560,256,31,34,53
8413,00/10/13,1690,1540,15,50,47,50
8414,00/05/23,810,740,184,5,2,16
8415,06/05/03,360,330,4,11,10,36
8416,01/10/25,1440,1310,349,44,16,23
8417,02/10/03,1360,1240,66,36,3,73
8418,09/11/12,280,260,336,22,25,71
8419,08/01/28,1730,1580,185,33,22,38
8420,08/07/21,1380,1260,129,15,20,15
8421,08/11/13,1300,1190,11,22,47,20
8422,00/09/03,20,20,144,26,50,54
8423,04/11/13,1630,1490,391,1,29,43
8424,10/03/12,1720,1570,109,4,30,26
8425,08/11/13,390,360,159,30,9,55
8426,08/03/23,90,90,59,41,47,61
8427,09/10/08,120,110,18,2,44,72
8428,04/01/19,1560,1420,72,33,2,59
8429,01/02/17,1790,1630,322,13,41,9
8430,08/10/06,990,900,182,15,38,61
8431,07/11/26,1990,1810,350,36,50,43
8432,04/10/10,1240,1130,357,42,50,2
8433,00/09/18,1790,1630,311,23,4,42
8434,10/05/11,640,590,373,27,29,73
8435,09/05/27,840,770,302,15,3,52
8436,01/05/13,1780,1620,375,6,26,28
8437,07/04/20,180,170,100,28,28,47
8438,04/01/21,130,120,284,37,11,70
8439,03/01/11,900,820,136,21,15,33
8440,10/03/24,740,680,3,29,6,12
8441,01/06/15,750,690,331,28,8,11
8442,00/06/26,310,290,254,15,5,67
8443,09/10/02,440,400,398,28,4,53
8444,03/11/19,1930,1760,333,7,47,23
8445,07/07/11,800,730,97,40,6,46
8446,07/11/16,170,160,352,10,37,48
8447,07/09/24,750,690,212,45,24,9
8448,08/10/02,2000,1820,185,19,14,4
8449,08/12/24,1430,1300,57,6,11,57
8450,10/09/04,1990,1810,310,44,40,58
8451,07/05/21,740,680,160,19,45,35
8452,03/07/05,110,100,90,17,1,12
8453,05/05/02,1870,1700,233,36,43,15
8454,05/07/22,1880,1710,244,43,37,24
8455,05/03/09,170,160,212,5,43,35
8456,09/03/07,1250,1140,309,24,23,30
8457,08/05/08,1820,1660,387,31,11,29
8458,08/01/26,960,880,142,12,34,27
8459,05/11/11,1620,1480,198,1,31,8
8460,00/06/02,1490,1360,78,16,32,30
8461,02/01/28,1810,1650,124,19,25,10
8462,05/09/16,340,310,327,25,4,18
8463,09/12/13,20,20,24,1,14,62
8464,10/07/16,1800,1640,313,7,16,9
8465,08/08/24,730,670,248,36,7,6
8466,01/12/24,250,230,180,16,37,73
8467,06/06/17,2040,1860,174,1,4,18
8468,10/10/10,380,350,201,23,40,50
8469,04/07/26,670,610,267,23,11,30
8470,02/05/22,1070,980,153,45,3,53
8471,04/06/21,780,710,30,42,50,39
8472,04/04/24,930,850,324,32,42,41
8473,04/05/08,1240,1130,312,2,24,6
8474,10/01/25,890,810,282,47,20,65
8475,07/04/19,2150,1960,298,45,32,37
8476,01/05/06,780,710,140,13,17,31
8477,01/07/03,190,180,100,39,48,76
8478,04/07/19,620,570,74,18,23,34
8479,05/03/24,2290,2090,119,21,21,53
8480,05/12/08,590,540,102,26,45,12
8481,01/04/03,340,310,35,19,14,54
8482,07/09/18,440,400,351,36,8,43
8483,01/03/24,1960,1790,89,6,3,54
8484,08/01/02,460,420,5,24,32,27
8485,03/05/04,1490,1360,265,10,3,36
8486,02/03/15,1600,1460,299,12,8,25
8487,03/06/19,910,830,100,38,17,69
8488,08/02/28,240,220,335,11,14,4
8489,05/09/18,450,410,345,8,13,53
8490,09/02/15,1210,1100,242,26,49,43
8491,06/01/25,2180,1990,203,25,49,41
8492,06/04/18,810,740,182,7,43,59
8493,00/09/09,560,510,377,35,49,5
8494,03/09/08,90,90,282,50,17,25
8495,03/10/02,1920,1750,131,2,15,19
8496,02/05/27,1370,1250,239,39,37,13
8497,04/01/05,820,750,267,6,32,1
8498,00/01/27,1850,1690,325,1,3,20
8499,06/09/21,1340,1220,64,27,21,38
8500,10/01/13,350,320,350,3,2,22
8501,08/04/09,580,530,132,30,34,4
8502,04/06/12,660,600,57,25,41,15
8503,04/01/28,1220,1110,22,26,19,62
8504,10/07/26,1300,1190,278,45,28,25
8505,04/10/15,480,440,71,18,11,59
8506,04/07/11,1330,1210,248,28,32,14
8507,07/07/05,1890,1720,72,14,17,64
8508,02/08/20,1890,1720,301,17,45,34
8509,04/08/05,780,710,42,6,31,12
8510,10/12/08,1920,1750,198,23,40,26
8511,04/07/26,1720,1570,76,13,47,47
8512,06/08/13,2260,2060,261,8,14,49
8513,08/10/01,720,660,335,15,4,66
8514,08/10/10,0,0,377,18,29,42
8515,04/07/17,1940,1770,212,13,1,48
8516,07/05/22,410,380,131,26,23,43
8517,02/07/21,400,370,363,20,27,75
8518,05/01/03,670,610,131,1,25,31
8519,08/10/27,750,690,21,20,39,5
8520,09/10/23,850,780,314,37,23,28
8521,06/04/22,1610,1470,258,21,7,11
8522,05/04/01,1790,1630,153,35,29,36
8523,09/02/12,900,820,322,41,1,17
8524,04/01/16,1570,1430,48,30,8,27
8525,02/08/20,620,570,215,16,14,10
8526,03/04/14,1070,980,271,48,33,34
8527,08/11/16,660,600,337,15,37,34
8528,03/06/17,1190,1090,359,1,47,44
8529,06/04/03,30,30,303,34,11,53
8530,08/12/20,1850,1690,89,24,6,76
8531,09/06/23,1830,1670,244,27,2,36
8532,04/02/18,950,870,324,18,8,48
8533,00/03/27,2150,1960,127,48,47,12
8534,00/05/24,1180,1080,250,37,23,54
8535,05/03/05,630,580,144,25,10,19
8536,00/01/22,1670,1520,171,36,20,34
8537,06/10/04,2030,1850,392,28,8,1
8538,10/10/02,450,410,199,17,16,49
8539,02/01/06,2150,1960,57,6,14,8
8540,02/06/03,1870,1700,32,9,50,62
8541,08/04/21,2060,1880,385,6,5,11
8542,08/08/10,920,840,36,6,28,52
8543,02/12/21,2030,1850,114,13,42,11
8544,01/09/07,1480,1350,262,5,48,25
8545,10/06/04,1790,1630,109,22,22,55
8546,05/10/28,1900,1730,389,26,18,32
8547,05/05/28,470,430,353,10,45,75
8548,01/08/12,390,360,178,49,16,58
8549,01/07/07,2160,1970,255,8,20,27
8550,10/09/08,1160,1060,142,30,34,52
8551,01/08/09,1340,1220,40,1,11,68
8552,04/12/16,1050,960,232,31,50,54
8553,10/12/16,640,590,124,34,37,63
8554,02/09/14,500,460,194,15,40,44
8555,06/04/18,1710,1560,204,35,2,50
8556,08/03/12,750,690,204,5,44,64
8557,06/01/21,1220,1110,152,48,32,62
8558,02/09/26,700,640,310,42,48,9
8559,09/10/01,750,690,256,15,40,38
8560,04/01/08,1290,1180,321,29,26,25
8561,05/05/11,50,50,182,29,49,44
8562,05/01/07,1100,1000,398,27,18,10
8563,09/01/23,220,200,154,24,20,68
8564,02/01/20,0,0,253,6,2,40
8565,05/04/22,1230,1120,332,25,24,53
8566,00/06/23,1780,1620,142,24,3,72
8567,00/06/20,1870,1700,252,5,37,43
8568,02/04/12,160,150,130,14,29,5
8569,06/11/06,270,250,300,17,33,46
8570,04/08/24,1780,1620,201,29,4,26
8571,02/04/04,1770,1610,363,37,9,23
8572,07/09/28,1680,1530,293,7,6,41
8573,04/10/07,1000,910,203,9,8,11
8574,10/10/03,830,760,372,38,5,12
8575,00/04/15,2210,2010,203,41,42,29
8576,09/01/28,530,490,105,16,41,31
8577,00/12/21,740,680,12,49,1,11
8578,08/04/04,1870,1700,259,18,21,7
8579,03/05/01,830,760,175,21,41,76
8580,02/12/19,1950,1780,308,47,21,47
8581,09/09/28,1430,1300,133,31,42,38
8582,02/08/19,2290,2090,362,19,9,22
8583,03/12/25,1100,1000,109,15,33,36
8584,04/05/03,390,360,280,45,27,14
8585,07/03/04,2260,2060,360,7,5,57
8586,05/03/20,640,590,29,35,39,42
8587,06/05/13,510,470,39,10,24,70
8588,09/08/02,500,460,298,4,3,40
8589,09/03/08,470,430,74,48,29,43
8590,03/11/19,530,490,207,15,2,22
8591,02/03/24,630,580,18,24,44,21
8592,07/06/22,1010,920,237,46,48,11
8593,09/04/18,1290,1180,111,23,28,4
8594,02/08/20,300,280,181,47,14,58
8595,06/10/09,1710,1560,146,4,29,14
8596,07/06/05,2140,1950,391,13,28,65
8597,04/11/20,10,10,315,50,17,5
8598,10/09/07,1980,1800,147,44,35,51
8599,04/07/25,2050,1870,266,32,4,44
8600,03/05/20,1050,960,74,39,19,14
8601,10/07/19,1400,1280,369,37,38,53
8602,05/07/12,2200,2000,173,38,38,36
8603,01/10/12,1440,1310,79,8,29,24
8604,02/03/07,2230,2030,27,47,5,33
8605,09/09/11,960,880,70,38,22,9
8606,02/09/18,670,610,150,35,43,22
8607,05/02/03,460,420,37,33,24,64
8608,06/03/06,330,300,286,43,8,18
8609,06/04/04,520,480,318,1,25,52
8610,08/12/07,400,370,132,20,1,60
8611,07/11/04,1160,1060,32,25,42,51
8612,09/10/05,1670,1520,183,24,29,42
8613,05/06/10,2110,1920,205,21,2,31
8614,00/04/09,170,160,105,43,2,19
