"ID","ID_ODDZIAL","ID_PRACOWNIK","ID_KLIENT","ID_DATA_PRODUKCJI","ID_PRODUCENT","ID_DATA_SPRZEDAZY","MIASTO_KLIENTA","MIASTO_SPRZEDAZY","RODZAJ_INSTRUMENTU","PLATNOSC","NAZWA_INSTRUMENTU","NUMER_ZAMOWIENIA","CENA","KOSZT"
7587,33,33,1,9727,22,131,"Ruda Śląska","Kalisz","Perkusyjne metalowe","Credit Agricole Blik","Czelestra",131,280,260
7588,40,40,26,8319,48,308,"Poznań","Gliwice","Dęte blaszane","Plus Bank Przelew","Tuba",308,450,410
7589,20,20,1,7589,27,131,"Ruda Śląska","Kraków","Uderzane","Credit Agricole Blik","Keyboard ",131,1700,1550
7590,38,38,39,9174,18,232,"Dąbrowa Górnicza","Toruń","Elektryczne smyczkowe","Alior Bank Blik","Skrzypce Elektryczne",232,1400,1280
7591,9,9,50,7591,12,388,"Chorzów","Gdańsk","Regionalne smyczkowe","Credit Agricole Przelew","Basetla",388,290,270
7592,8,8,40,9001,30,275,"Zabrze","Białystok","Strunowe Szarpane","PKO BP Blik","Cytra",275,1870,1700
7593,40,40,49,8300,33,75,"Sosnowiec","Gliwice","Perkusyjne membranowe","Euro Bank Blik","Kotły ",75,850,780
7594,23,23,16,7594,44,173,"Bytom","Ruda Śląska","Strunowe Szarpane","Citi Handlowy Przelew","Gitara Basowa",173,610,560
7595,20,20,38,8509,41,225,"Bydgoszcz","Kraków","Perkusyjne inne","BNP Parbias Przelew","Terkotka ",225,410,380
7596,48,48,30,7596,27,347,"Płock","Lublin","Dęte blaszane","Euro Bank Blik","Tuba",347,2220,2020
7597,12,12,24,7597,46,10,"Radom","Poznań","Perkusyjne pytowe","Plus Bank Blik","Talerze",10,1950,1780
7598,16,16,4,7598,35,309,"Wałbrzych","Białystok","Strunowe Szarpane","Citi Handlowy Blik","Bandżola",309,1460,1330
7599,38,38,47,7599,45,366,"Bydgoszcz","Toruń","Perkusyjne inne","Bank Millenium Przelew","Pudełka Akustyczne",366,840,770
7600,24,24,35,9794,41,81,"Elbląg","Koszalin","Perkusyjne pytowe","Credit Agricole Przelew","Gong",81,610,560
7601,16,16,5,7601,36,83,"Toruń","Białystok","Strunowe Szarpane","Citi Handlowy Przelew","Klawesyn",83,1080,990
7602,34,34,42,7602,10,164,"Częstochowa","Szczecin","Dawne smyczkowe","Santander BP Blik","Suka Biłgorajska",164,1540,1400
7603,33,33,43,7603,15,148,"Kalisz","Kalisz","Strunowe Szarpane","Plus Bank Przelew","Lutnia",111,500,460
7604,15,15,49,9405,47,183,"Sosnowiec","Zielona Góra","Dęte blaszane","Getin Noble Bank Przelew","Trąbka",183,340,310
7605,39,39,47,7605,21,227,"Bydgoszcz","Katowice","Strunowe Szarpane","Bank pocztowy Przelew","Bałałajka",170,1270,1160
7606,12,12,10,7606,6,255,"Tychy","Poznań","Strunowe Szarpane","ING Bank Śląski Blik","Bandżola",255,1510,1380
7607,21,21,20,9552,5,217,"Lublin","Bytom","Strunowe Szarpane","BNP Parbias Blik","Gitara Klasyczna",217,1490,1360
7608,30,30,50,9343,13,371,"Chorzów","Toruń","Perkusyjne metalowe","Credit Agricole Przelew","Dzwonki",371,710,650
7609,32,32,31,7609,34,227,"�?ódź","Kalisz","Strunowe Szarpane","Gotówka","Mandolina",227,1340,1220
7610,19,19,44,7610,11,297,"Włocławek","Poznań","Dęte drewniane","TMUB Blik","Flet Prosty",297,1840,1680
7611,23,23,14,7737,4,254,"Kielce","Ruda Śląska","Dęte blaszane","Santander BP Blik","Sakshorn",254,220,200
7612,50,50,5,7612,29,328,"Toruń","Rzeszów","Klasyczne smyczkowe","BNP Parbias Blik","Altówka",328,970,890
7613,44,44,49,7613,29,146,"Sosnowiec","Zielona Góra","Uderzane","Citi Handlowy Blik","Klawikord",146,960,880
7614,15,15,11,7614,34,22,"Szczecin","Zielona Góra","Perkusyjne pytowe","Bank Millenium Przelew","Gong",22,470,430
7615,5,5,26,7615,11,308,"Poznań","Tarnów","Dawne smyczkowe","Plus Bank Przelew","Viola da Gamba",308,1520,1390
7616,46,46,29,7616,5,58,"Toruń","Kraków","Klasyczne smyczkowe","BOŚ Przelew","Wiolonczela",58,1270,1160
7617,8,8,25,9595,43,315,"Lublin","Białystok","Dawne smyczkowe","Euro Bank Przelew","Viola da Gamba",315,1070,980
7618,11,11,26,8531,43,250,"Poznań","Kalisz","Perkusyjne inne","Banek Pekao Przelew","Kastaniety",250,1220,1110
7619,30,30,31,8753,4,206,"�?ódź","Toruń","Perkusyjne inne","Citi Handlowy Przelew","Grzechotka",206,190,180
7620,35,35,7,7620,28,157,"Szczecin","Katowice","Perkusyjne membranowe","Banek Pekao Przelew","Kotły ",157,920,840
7621,46,46,25,7621,49,211,"Lublin","Kraków","Perkusyjne inne","Bank pocztowy Przelew","Pudełka Akustyczne",211,520,480
7622,2,2,30,7622,45,57,"Płock","Wałbrzych","Uderzane","Santander BP Przelew","Cymbały",57,1760,1600
7623,3,3,4,8432,2,80,"Wałbrzych","�?ódź","Perkusyjne prętowe","TMUB Blik","Trójkąt",80,580,530
7624,5,5,8,8625,40,101,"Gliwice","Tarnów","Klasyczne smyczkowe","Credit Agricole Przelew","Skrzypce",101,80,80
7625,19,19,7,8049,45,397,"Szczecin","Poznań","Perkusyjne pytowe","Bank pocztowy Blik","Talerze",397,400,370
7626,7,7,50,7626,20,199,"Chorzów","Zabrze","Perkusyjne metalowe","Getin Noble Bank Blik","Czelestra",199,2140,1950
7627,13,13,34,7627,44,367,"Lublin","Częstochowa","Dawne smyczkowe","TMUB Blik","Skrzypki Renesansowe",367,2140,1950
7628,29,29,37,9013,22,6,"Sosnowiec","Poznań","Dawne smyczkowe","mBank Blik","Viola deamore",6,750,690
7629,6,6,12,7629,9,269,"Lublin","Gdańsk","Dawne smyczkowe","Plus Bank Blik","Lira da Braccio",269,1700,1550
7630,49,49,16,9691,13,393,"Bytom","Gdynia","Strunowe Szarpane","Getin Noble Bank Blik","Gitara Klasyczna",393,860,790
7631,25,25,38,8203,8,29,"Bydgoszcz","Katowice","Regionalne smyczkowe","TMUB Przelew","Gęśle",29,1280,1170
7632,40,40,1,8384,11,133,"Ruda Śląska","Gliwice","Dęte drewniane","TMUB Blik","Flet Piccolo",133,1000,910
7633,30,30,28,7633,29,87,"Bielsko-Biała","Toruń","Dęte blaszane","Plus Bank Blik","Róg (Waltornia)",87,390,360
7634,12,12,41,7634,12,241,"Wrocław","Poznań","Dawne smyczkowe","Banek Pekao Przelew","Rebec",241,1990,1810
7635,17,17,4,7635,18,192,"Wałbrzych","Radom","Perkusyjne inne","Gotówka","Grzechotka",192,2120,1930
7636,21,21,49,8065,43,85,"Sosnowiec","Bytom","Perkusyjne metalowe","Bank pocztowy Blik","Dzwonki",85,340,310
7637,46,46,34,7637,43,367,"Lublin","Kraków","Uderzane","TMUB Blik","Cymbały",367,1360,1240
7638,15,15,4,7638,1,309,"Wałbrzych","Zielona Góra","Dęte blaszane","Citi Handlowy Blik","Kornet",309,790,720
7639,14,14,24,7639,26,10,"Radom","Toruń","Regionalne smyczkowe","Plus Bank Blik","Basetla",10,2210,2010
7640,27,27,38,7640,7,298,"Bydgoszcz","Zielona Góra","Dęte drewniane","BOŚ Przelew","Flet Piccolo",298,1230,1120
7641,49,49,48,7865,9,105,"Wrocław","Gdynia","Dawne smyczkowe","Plus Bank Przelew","Viola da Gamba",105,1670,1520
7642,1,1,16,7642,40,33,"Bytom","Zabrze","Dęte drewniane","Bank pocztowy Przelew","Kontrafagot",24,1980,1800
7643,31,31,27,7643,28,385,"Radom","Kalisz","Strunowe Szarpane","Gotówka","Gitara Klasyczna",385,1910,1740
7644,23,23,19,8395,34,8,"Wrocław","Ruda Śląska","Perkusyjne inne","ING Bank Śląski Przelew","Pudełka Akustyczne",8,590,540
7645,32,32,27,8222,47,314,"Radom","Kalisz","Uderzane","Bank Millenium Blik","Pianino",314,1460,1330
7646,35,35,45,7646,21,190,"Poznań","Katowice","Perkusyjne metalowe","Citi Handlowy Przelew","Dzwonki",190,410,380
7647,43,43,12,7647,19,296,"Lublin","Kraków","Dęte blaszane","Santander BP Blik","Tuba",296,1670,1520
7648,37,37,24,7824,50,323,"Radom","Płock","Elektryczne smyczkowe","BOŚ Przelew","Wiolonczela Elektryczna",323,1710,1560
7649,49,49,15,7649,38,84,"Radom","Gdynia","Perkusyjne pytowe","Santander BP Przelew","Talerze",84,1050,960
7650,38,38,34,7650,46,348,"Lublin","Toruń","Dęte drewniane","Plus Bank Blik","Fagot",348,420,390
7651,27,27,36,8323,24,132,"Kalisz","Zielona Góra","Dęte drewniane","Banek Pekao Przelew","Flet Prosty",132,1720,1570
7652,42,42,27,7652,9,127,"Radom","Zielona Góra","Strunowe Szarpane","Alior Bank Przelew","Koto",127,1060,970
7653,15,15,36,7653,13,365,"Kalisz","Zielona Góra","Dęte drewniane","TMUB Blik","Saksofon",365,780,710
7654,16,16,45,8264,45,4,"Poznań","Białystok","Perkusyjne membranowe","mBank Blik","Kotły ",4,730,670
7655,29,29,47,7655,17,151,"Bydgoszcz","Poznań","Strunowe Szarpane","Euro Bank Przelew","Gitara Basowa",151,1990,1810
7656,13,13,38,7656,26,225,"Bydgoszcz","Częstochowa","Dawne smyczkowe","BNP Parbias Przelew","Lira da Braccio",225,80,80
7657,33,33,16,7657,48,33,"Bytom","Kalisz","Klasyczne smyczkowe","Bank pocztowy Przelew","Skrzypce",24,120,110
7658,20,20,26,7658,6,28,"Poznań","Kraków","Dęte drewniane","BNP Parbias Przelew","Fagot",28,510,470
7659,48,48,13,7659,21,310,"Lublin","Lublin","Strunowe Szarpane","Euro Bank Blik","Klawesyn",310,610,560
7660,34,34,17,8471,36,332,"Rzeszów","Szczecin","Strunowe Szarpane","Banek Pekao Blik","Koto",332,180,170
7661,3,3,9,8481,26,274,"Bydgoszcz","�?ódź","Strunowe Szarpane","Bank Millenium Blik","Kitara",265,820,750
7662,14,14,50,7662,39,199,"Chorzów","Toruń","Dęte drewniane","Getin Noble Bank Blik","Kontrafagot",199,1890,1720
7663,3,3,35,7663,41,262,"Elbląg","�?ódź","Elektryczne smyczkowe","Bank Millenium Przelew","Wiolonczela Elektryczna",262,610,560
7664,1,1,15,7664,5,243,"Radom","Zabrze","Perkusyjne inne","PKO BP Blik","Klekotka",243,50,50
7665,34,34,44,7665,40,180,"Włocławek","Szczecin","Strunowe Szarpane","TMUB Przelew","Bandżola",180,2250,2050
7666,14,14,30,7880,22,57,"Płock","Toruń","Dęte blaszane","Santander BP Przelew","Tuba",57,1030,940
7667,13,13,38,8513,29,298,"Bydgoszcz","Częstochowa","Dęte drewniane","BOŚ Przelew","Kontrafagot",298,1960,1790
7668,31,31,7,8796,13,60,"Szczecin","Kalisz","Dawne smyczkowe","Bank pocztowy Przelew","Skrzypki Renesansowe",60,1700,1550
7669,18,18,39,7669,48,110,"Dąbrowa Górnicza","Płock","Perkusyjne pytowe","Santander BP Blik","Talerze",110,1140,1040
7670,46,46,49,7670,5,102,"Sosnowiec","Kraków","Dęte drewniane","Bank Millenium Blik","Obój",102,1290,1180
7671,1,1,49,7671,32,102,"Sosnowiec","Zabrze","Strunowe Szarpane","Bank Millenium Blik","Klawesyn",102,50,50
7672,36,36,32,9408,6,91,"Poznań","Białystok","Uderzane","Plus Bank Blik","Fortepian",91,1660,1510
7673,11,11,26,8043,3,41,"Poznań","Kalisz","Dęte blaszane","PKO BP Blik","Suzafon",41,750,690
7674,22,22,29,7674,18,98,"Toruń","Koszalin","Perkusyjne inne","Alior Bank Przelew","Klekotka",98,690,630
7675,33,33,47,9991,30,366,"Bydgoszcz","Kalisz","Klasyczne smyczkowe","Bank Millenium Przelew","Altówka",366,280,260
7676,43,43,36,9265,43,386,"Kalisz","Kraków","Perkusyjne inne","Bank Millenium Przelew","Klekotka",386,1400,1280
7677,36,36,26,8353,5,363,"Poznań","Białystok","Perkusyjne inne","ING Bank Śląski Blik","Kastaniety",363,440,400
7678,7,7,27,7678,34,385,"Radom","Zabrze","Elektryczne smyczkowe","Gotówka","Altówka Elektryczna",385,90,90
7679,10,10,11,7679,43,22,"Szczecin","Bydgoszcz","Dęte klawiszowe","Bank Millenium Przelew","Organy",22,1220,1110
7680,11,11,41,7680,33,209,"Wrocław","Kalisz","Strunowe Szarpane","Citi Handlowy Przelew","Bandżola",198,380,350
7681,20,20,21,7681,28,343,"Bydgoszcz","Kraków","Klasyczne smyczkowe","TMUB Blik","Wiolonczela",343,900,820
7682,3,3,28,7980,9,280,"Bielsko-Biała","�?ódź","Strunowe Szarpane","BNP Parbias Blik","Gitara Klasyczna",280,1080,990
7683,2,2,25,7683,37,211,"Lublin","Wałbrzych","Strunowe Szarpane","Bank pocztowy Przelew","Cytra",211,1570,1430
7684,16,16,44,7684,16,188,"Włocławek","Białystok","Dawne smyczkowe","Plus Bank Przelew","Skrzypce Barokowe",188,1210,1100
7685,31,31,37,7685,2,289,"Sosnowiec","Kalisz","Dęte klawiszowe","Credit Agricole Blik","Organy",289,2060,1880
7686,47,47,27,7686,20,346,"Radom","Włocławek","Dęte blaszane","TMUB Blik","Puzon",346,1160,1060
7687,33,33,7,7687,47,40,"Szczecin","Kalisz","Perkusyjne metalowe","Euro Bank Przelew","Wibrafon",40,2020,1840
7688,35,35,47,7688,19,151,"Bydgoszcz","Katowice","Strunowe Szarpane","Euro Bank Przelew","Klawesyn",151,1160,1060
7689,34,34,15,7689,45,317,"Radom","Szczecin","Strunowe Szarpane","Euro Bank Przelew","Mandolina",317,450,410
7690,10,10,26,7690,7,154,"Poznań","Bydgoszcz","Perkusyjne inne","Citi Handlowy Blik","Terkotka ",154,130,120
7691,23,23,35,7805,3,216,"Elbląg","Ruda Śląska","Perkusyjne membranowe","ING Bank Śląski Przelew","Bębny",216,2140,1950
7692,23,23,29,7692,20,267,"Toruń","Ruda Śląska","Dęte blaszane","Plus Bank Blik","Suzafon",267,1030,940
7693,38,38,24,7858,21,304,"Radom","Toruń","Perkusyjne inne","mBank Blik","Terkotka ",304,750,690
7694,2,2,13,8927,1,46,"Lublin","Wałbrzych","Dawne smyczkowe","TMUB Przelew","Skrzypce Barokowe",46,940,860
7695,10,10,36,8481,12,169,"Kalisz","Bydgoszcz","Perkusyjne inne","Bank pocztowy Przelew","Terkotka ",169,1870,1700
7696,23,23,48,9291,33,204,"Wrocław","Ruda Śląska","Strunowe Szarpane","Gotówka","Tar",204,1490,1360
7697,34,34,44,7697,22,188,"Włocławek","Szczecin","Strunowe Szarpane","Plus Bank Przelew","Lutnia",188,1070,980
7698,36,36,19,7698,28,218,"Wrocław","Białystok","Dęte blaszane","Getin Noble Bank Blik","Sakshorn",218,910,830
7699,29,29,39,9280,48,110,"Dąbrowa Górnicza","Poznań","Perkusyjne pytowe","Santander BP Blik","Talerze",110,1400,1280
7700,34,34,13,7700,48,46,"Lublin","Szczecin","Dawne smyczkowe","TMUB Przelew","Viola deamore",46,820,750
7701,13,13,11,8130,18,327,"Szczecin","Częstochowa","Strunowe Szarpane","Getin Noble Bank Blik","Gitara Klasyczna",327,830,760
7702,22,22,16,9138,40,320,"Bytom","Koszalin","Elektryczne smyczkowe","Bank Millenium Blik","Kontrabas Elektryczny",320,580,530
7703,2,2,30,7703,15,268,"Płock","Wałbrzych","Dęte blaszane","mBank Blik","Sakshorn",268,170,160
7704,37,37,30,7704,49,230,"Płock","Płock","Perkusyjne sztabkowe drewniane","Gotówka","Marimba",230,1210,1100
7705,18,18,18,9628,21,292,"Bydgoszcz","Płock","Strunowe Szarpane","ING Bank Śląski Blik","Kobza",292,1210,1100
7706,20,20,44,8553,21,53,"Włocławek","Kraków","Dęte drewniane","Credit Agricole Blik","Saksofon",53,1460,1330
7707,42,42,44,7707,44,261,"Włocławek","Zielona Góra","Strunowe Szarpane","BNP Parbias Przelew","Bandżola",261,260,240
7708,29,29,49,7823,30,102,"Sosnowiec","Poznań","Perkusyjne metalowe","Bank Millenium Blik","Wibrafon",102,1820,1660
7709,31,31,7,7709,41,7,"Szczecin","Kalisz","Strunowe Szarpane","Credit Agricole Przelew","Tar",7,2130,1940
7710,8,8,8,9096,29,30,"Gliwice","Białystok","Elektryczne smyczkowe","PKO BP Przelew","Altówka Elektryczna",30,2150,1960
7711,48,48,10,8173,9,255,"Tychy","Lublin","Strunowe Szarpane","ING Bank Śląski Blik","Koto",255,690,630
7712,42,42,36,8792,35,132,"Kalisz","Zielona Góra","Strunowe Szarpane","Banek Pekao Przelew","Kora",132,2290,2090
7713,7,7,35,7713,22,244,"Elbląg","Zabrze","Strunowe Szarpane","Alior Bank Blik","Banjo",244,1890,1720
7714,26,26,3,7714,46,318,"Wałbrzych","Gorzów Wielkopolski","Dęte blaszane","PKO BP Blik","Trąbka",318,1690,1540
7715,6,6,45,8293,11,156,"Poznań","Gdańsk","Perkusyjne pytowe","ING Bank Śląski Blik","Gong",156,1540,1400
7716,49,49,23,8349,16,355,"Radom","Gdynia","Dęte blaszane","Getin Noble Bank Przelew","Trąbka Sygnałowa",355,60,60
7717,21,21,38,7717,8,399,"Bydgoszcz","Bytom","Regionalne smyczkowe","BNP Parbias Przelew","Gęśle",399,950,870
7718,19,19,30,7718,20,57,"Płock","Poznań","Dawne smyczkowe","Santander BP Przelew","Viola da Gamba",57,790,720
7719,21,21,47,7719,6,178,"Bydgoszcz","Bytom","Strunowe Szarpane","ING Bank Śląski Przelew","Klawesyn",178,830,760
7720,29,29,12,7720,41,359,"Lublin","Poznań","Klasyczne smyczkowe","Bank pocztowy Blik","Kontrabas",359,2280,2080
7721,28,28,20,8082,9,140,"Lublin","Chorzów","Strunowe Szarpane","BOŚ Blik","Gitara Klasyczna",140,480,440
7722,23,23,43,7722,33,307,"Kalisz","Ruda Śląska","Perkusyjne inne","PKO BP Blik","Klekotka",307,750,690
7723,27,27,32,7723,42,260,"Poznań","Zielona Góra","Strunowe Szarpane","Getin Noble Bank Blik","Banjo",260,1890,1720
7724,42,42,42,9416,32,164,"Częstochowa","Zielona Góra","Dęte klawiszowe","Santander BP Blik","Fisharmonia",164,1700,1550
7725,29,29,12,8560,3,368,"Lublin","Poznań","Dęte klawiszowe","Citi Handlowy Blik","Akordeon",368,1160,1060
7726,37,37,4,8290,39,80,"Wałbrzych","Płock","Perkusyjne pytowe","TMUB Blik","Gong",80,1230,1120
7727,2,2,2,7764,17,150,"Wrocław","Wałbrzych","Klasyczne smyczkowe","BOŚ Blik","Wiolonczela",150,1450,1320
7728,45,45,30,7728,11,334,"Płock","Częstochowa","Perkusyjne inne","Plus Bank Przelew","Grzechotka",334,900,820
7729,1,1,39,7729,11,363,"Dąbrowa Górnicza","Zabrze","Dęte blaszane","TMUB Blik","Sakshorn",350,110,100
7730,38,38,22,7730,30,229,"Gdańsk","Toruń","Perkusyjne inne","Euro Bank Blik","Grzechotka",229,920,840
7731,32,32,50,7731,20,189,"Chorzów","Kalisz","Strunowe Szarpane","TMUB Przelew","Gitara Basowa",189,2090,1900
7732,26,26,5,7732,48,90,"Toruń","Gorzów Wielkopolski","Perkusyjne rurowe","Credit Agricole Przelew","Dzwony Rurowe",90,1020,930
7733,36,36,6,7733,23,138,"Radom","Białystok","Strunowe Szarpane","Alior Bank Przelew","Gitara Klasyczna",138,1540,1400
7734,45,45,44,8625,38,340,"Włocławek","Częstochowa","Perkusyjne membranowe","BOŚ Blik","Kotły ",340,120,110
7735,21,21,37,7895,15,155,"Sosnowiec","Bytom","Dęte klawiszowe","TMUB Przelew","Akordeon",155,1370,1250
7736,34,34,26,7736,1,250,"Poznań","Szczecin","Dęte blaszane","Banek Pekao Przelew","Sakshorn",250,470,430
7737,43,43,7,7737,18,40,"Szczecin","Kraków","Dawne smyczkowe","Euro Bank Przelew","Rebec",40,460,420
7738,11,11,1,7738,46,131,"Ruda Śląska","Kalisz","Strunowe Szarpane","Credit Agricole Blik","Harfa",131,2030,1850
7739,38,38,42,7739,1,278,"Częstochowa","Toruń","Perkusyjne inne","PKO BP Przelew","Klekotka",278,420,390
7740,13,13,37,7784,42,324,"Sosnowiec","Częstochowa","Dęte blaszane","BNP Parbias Przelew","Róg (Waltornia)",324,200,190
7741,47,47,16,9552,41,220,"Bytom","Włocławek","Elektryczne smyczkowe","Santander BP Blik","Kontrabas Elektryczny",220,90,90
7742,18,18,44,8108,43,149,"Włocławek","Płock","Strunowe Szarpane","Bank Millenium Przelew","Lutnia",149,1990,1810
7743,45,45,4,8482,45,97,"Wałbrzych","Częstochowa","Strunowe Szarpane","BOŚ Przelew","Gitara Klasyczna",97,1930,1760
7744,47,47,31,7744,18,283,"�?ódź","Włocławek","Strunowe Szarpane","Euro Bank Blik","Banjo",283,2230,2030
7745,28,28,23,7745,48,378,"Radom","Chorzów","Perkusyjne membranowe","Euro Bank Blik","Bębny",378,2170,1980
7746,15,15,39,7746,3,110,"Dąbrowa Górnicza","Zielona Góra","Dęte klawiszowe","Santander BP Blik","Organy",110,880,800
7747,27,27,48,7747,23,336,"Wrocław","Zielona Góra","Dęte klawiszowe","mBank Przelew","Fisharmonia",336,1120,1020
7748,1,1,31,8236,5,227,"�?ódź","Zabrze","Perkusyjne metalowe","Gotówka","Dzwonki",227,10,10
7749,32,32,11,7749,38,39,"Szczecin","Kalisz","Perkusyjne inne","Credit Agricole Przelew","Grzechotka",39,1120,1020
7750,31,31,23,9599,29,18,"Radom","Kalisz","Dęte blaszane","ING Bank Śląski Przelew","Kornet",18,1480,1350
7751,7,7,28,9048,16,87,"Bielsko-Biała","Zabrze","Dęte drewniane","Plus Bank Blik","Obój",87,880,800
7752,17,17,49,8653,6,49,"Sosnowiec","Radom","Perkusyjne metalowe","Bank Millenium Blik","Dzwonki",49,1400,1280
7753,22,22,35,8668,38,262,"Elbląg","Koszalin","Strunowe Szarpane","Bank Millenium Przelew","Cytra",262,2240,2040
7754,1,1,12,9331,33,358,"Lublin","Zabrze","Uderzane","Alior Bank Blik","Pianino",358,270,250
7755,42,42,27,8241,15,394,"Radom","Zielona Góra","Dawne smyczkowe","Alior Bank Blik","Rebec",394,1330,1210
7756,20,20,15,8677,28,119,"Radom","Kraków","Dęte klawiszowe","Citi Handlowy Przelew","Organy",119,850,780
7757,32,32,35,7757,4,235,"Elbląg","Kalisz","Dęte klawiszowe","Citi Handlowy Przelew","Fisharmonia",235,850,780
7758,20,20,45,9207,43,156,"Poznań","Kraków","Perkusyjne inne","ING Bank Śląski Blik","Klekotka",156,1730,1580
7759,17,17,47,7808,30,366,"Bydgoszcz","Radom","Perkusyjne sztabkowe drewniane","Bank Millenium Przelew","Marimba",366,1540,1400
7760,28,28,32,7760,9,43,"Poznań","Chorzów","Perkusyjne metalowe","Credit Agricole Blik","Czelestra",43,1350,1230
7761,19,19,31,7988,30,26,"�?ódź","Poznań","Perkusyjne inne","Bank Millenium Przelew","Kastaniety",26,1220,1110
7762,40,40,27,7762,39,394,"Radom","Gliwice","Strunowe Szarpane","Alior Bank Blik","Klawesyn",394,1250,1140
7763,40,40,42,8029,19,373,"Częstochowa","Gliwice","Perkusyjne inne","ING Bank Śląski Blik","Grzechotka",373,730,670
7764,49,49,2,7764,26,159,"Wrocław","Gdynia","Strunowe Szarpane","mBank Blik","Banjo",159,700,640
7765,40,40,45,8714,20,167,"Poznań","Gliwice","Perkusyjne pytowe","mBank Blik","Talerze",167,1510,1380
7766,14,14,34,7932,50,163,"Lublin","Toruń","Strunowe Szarpane","TMUB Przelew","Mandolina",163,370,340
7767,46,46,34,7767,8,69,"Lublin","Kraków","Klasyczne smyczkowe","Alior Bank Przelew","Skrzypce",69,750,690
7768,18,18,25,7768,44,233,"Lublin","Płock","Dęte klawiszowe","Plus Bank Przelew","Akordeon",233,520,480
7769,35,35,25,8356,42,246,"Lublin","Katowice","Dęte blaszane","Credit Agricole Przelew","Sakshorn",246,380,350
7770,25,25,32,9829,6,91,"Poznań","Katowice","Dęte klawiszowe","Plus Bank Blik","Akordeon",91,370,340
7771,18,18,19,7771,35,256,"Wrocław","Płock","Strunowe Szarpane","Alior Bank Blik","Harfa",17,2290,2090
7772,43,43,34,8346,9,300,"Lublin","Kraków","Dawne smyczkowe","Plus Bank Blik","Viola deamore",300,360,330
7773,23,23,44,9060,42,188,"Włocławek","Ruda Śląska","Strunowe Szarpane","Plus Bank Przelew","Koto",188,120,110
7774,22,22,2,7774,36,150,"Wrocław","Koszalin","Dęte blaszane","BOŚ Blik","Puzon",150,1120,1020
7775,41,41,16,8289,37,221,"Bytom","Koszalin","Strunowe Szarpane","BOŚ Przelew","Tar",221,2270,2070
7776,41,41,12,7776,27,269,"Lublin","Koszalin","Strunowe Szarpane","Plus Bank Blik","Shamisen",269,810,740
7777,44,44,35,8253,34,235,"Elbląg","Zielona Góra","Perkusyjne inne","Citi Handlowy Przelew","Terkotka ",235,2120,1930
7778,12,12,39,9020,14,232,"Dąbrowa Górnicza","Poznań","Strunowe Szarpane","Alior Bank Blik","Bandżola",232,190,180
7779,30,30,38,7779,11,29,"Bydgoszcz","Toruń","Regionalne smyczkowe","TMUB Przelew","Basetla",29,680,620
7780,12,12,22,7780,26,398,"Gdańsk","Poznań","Dęte blaszane","Getin Noble Bank Blik","Róg (Waltornia)",398,370,340
7781,28,28,1,7781,17,121,"Ruda Śląska","Chorzów","Strunowe Szarpane","Bank pocztowy Przelew","Ukulele",121,890,810
7782,43,43,34,9305,24,69,"Lublin","Kraków","Klasyczne smyczkowe","Alior Bank Przelew","Wiolonczela",69,2100,1910
7783,21,21,38,7783,21,21,"Bydgoszcz","Bytom","Perkusyjne inne","Plus Bank Przelew","Grzechotka",21,1190,1090
7784,21,21,42,7784,24,389,"Częstochowa","Bytom","Strunowe Szarpane","Plus Bank Przelew","Koto",389,2170,1980
7785,25,25,3,8738,42,201,"Wałbrzych","Katowice","Strunowe Szarpane","ING Bank Śląski Blik","Lira",201,1400,1280
7786,34,34,37,9759,3,162,"Sosnowiec","Szczecin","Strunowe Szarpane","ING Bank Śląski Przelew","Kitara",162,2130,1940
7787,41,41,16,8674,16,234,"Bytom","Koszalin","Elektryczne smyczkowe","Euro Bank Blik","Kontrabas Elektryczny",234,1320,1200
7788,31,31,18,8547,13,292,"Bydgoszcz","Kalisz","Perkusyjne inne","ING Bank Śląski Blik","Pudełka Akustyczne",292,520,480
7789,33,33,43,7789,31,148,"Kalisz","Kalisz","Uderzane","Plus Bank Przelew","Pianino",111,1440,1310
7790,30,30,8,7790,9,306,"Gliwice","Toruń","Strunowe Szarpane","TMUB Przelew","Gitara Basowa",306,940,860
7791,5,5,35,7791,7,243,"Elbląg","Tarnów","Strunowe Szarpane","mBank Przelew","Bałałajka",223,1870,1700
7792,46,46,22,8693,7,369,"Gdańsk","Kraków","Dawne smyczkowe","Bank Millenium Blik","Skrzypce Barokowe",369,500,460
7793,33,33,25,7793,27,239,"Lublin","Kalisz","Klasyczne smyczkowe","mBank Blik","Altówka",239,1230,1120
7794,16,16,20,7964,17,217,"Lublin","Białystok","Regionalne smyczkowe","BNP Parbias Blik","Basetla",217,1410,1290
7795,28,28,8,9679,6,391,"Gliwice","Chorzów","Dęte blaszane","Plus Bank Przelew","Róg (Waltornia)",391,770,700
7796,1,1,41,9792,9,335,"Wrocław","Zabrze","Perkusyjne membranowe","Credit Agricole Przelew","Kotły ",335,1510,1380
7797,17,17,10,8088,10,382,"Tychy","Radom","Uderzane","PKO BP Blik","Cymbały",382,1320,1200
7798,15,15,10,7798,43,123,"Tychy","Zielona Góra","Elektryczne smyczkowe","Credit Agricole Przelew","Skrzypce Elektryczne",123,2000,1820
7799,7,7,39,7799,14,232,"Dąbrowa Górnicza","Zabrze","Strunowe Szarpane","Alior Bank Blik","Tar",232,1600,1460
